"10540: Registrerte arbeidsledige (prosent), etter region, alder, måned og statistikkvariabel"
"1146 Tysvær";"15-74 år";"1999M01";1.5
"1146 Tysvær";"15-74 år";"1999M02";1.5
"1146 Tysvær";"15-74 år";"1999M03";1.3
"1146 Tysvær";"15-74 år";"1999M04";1.3
"1146 Tysvær";"15-74 år";"1999M05";1.0
"1146 Tysvær";"15-74 år";"1999M06";1.3
"1146 Tysvær";"15-74 år";"1999M07";1.9
"1146 Tysvær";"15-74 år";"1999M08";1.9
"1146 Tysvær";"15-74 år";"1999M09";1.8
"1146 Tysvær";"15-74 år";"1999M10";1.8
"1146 Tysvær";"15-74 år";"1999M11";1.8
"1146 Tysvær";"15-74 år";"1999M12";2.3
"1146 Tysvær";"15-74 år";"2000M01";2.7
"1146 Tysvær";"15-74 år";"2000M02";2.7
"1146 Tysvær";"15-74 år";"2000M03";2.8
"1146 Tysvær";"15-74 år";"2000M04";2.8
"1146 Tysvær";"15-74 år";"2000M05";2.8
"1146 Tysvær";"15-74 år";"2000M06";2.9
"1146 Tysvær";"15-74 år";"2000M07";3.2
"1146 Tysvær";"15-74 år";"2000M08";3.2
"1146 Tysvær";"15-74 år";"2000M09";3.0
"1146 Tysvær";"15-74 år";"2000M10";3.2
"1146 Tysvær";"15-74 år";"2000M11";2.9
"1146 Tysvær";"15-74 år";"2000M12";3.0
"1146 Tysvær";"15-74 år";"2001M01";3.7
"1146 Tysvær";"15-74 år";"2001M02";3.5
"1146 Tysvær";"15-74 år";"2001M03";3.0
"1146 Tysvær";"15-74 år";"2001M04";2.8
"1146 Tysvær";"15-74 år";"2001M05";2.6
"1146 Tysvær";"15-74 år";"2001M06";3.0
"1146 Tysvær";"15-74 år";"2001M07";2.9
"1146 Tysvær";"15-74 år";"2001M08";2.7
"1146 Tysvær";"15-74 år";"2001M09";2.6
"1146 Tysvær";"15-74 år";"2001M10";2.7
"1146 Tysvær";"15-74 år";"2001M11";2.9
"1146 Tysvær";"15-74 år";"2001M12";3.1
"1146 Tysvær";"15-74 år";"2002M01";3.6
"1146 Tysvær";"15-74 år";"2002M02";3.2
"1146 Tysvær";"15-74 år";"2002M03";3.3
"1146 Tysvær";"15-74 år";"2002M04";2.8
"1146 Tysvær";"15-74 år";"2002M05";2.5
"1146 Tysvær";"15-74 år";"2002M06";2.6
"1146 Tysvær";"15-74 år";"2002M07";3.2
"1146 Tysvær";"15-74 år";"2002M08";2.8
"1146 Tysvær";"15-74 år";"2002M09";2.6
"1146 Tysvær";"15-74 år";"2002M10";2.7
"1146 Tysvær";"15-74 år";"2002M11";2.7
"1146 Tysvær";"15-74 år";"2002M12";2.8
"1149 Karmøy";"15-74 år";"1999M01";2.7
"1149 Karmøy";"15-74 år";"1999M02";2.5
"1149 Karmøy";"15-74 år";"1999M03";2.5
"1149 Karmøy";"15-74 år";"1999M04";2.4
"1149 Karmøy";"15-74 år";"1999M05";2.0
"1149 Karmøy";"15-74 år";"1999M06";2.4
"1149 Karmøy";"15-74 år";"1999M07";3.0
"1149 Karmøy";"15-74 år";"1999M08";3.2
"1149 Karmøy";"15-74 år";"1999M09";3.4
"1149 Karmøy";"15-74 år";"1999M10";3.4
"1149 Karmøy";"15-74 år";"1999M11";3.4
"1149 Karmøy";"15-74 år";"1999M12";3.6
"1149 Karmøy";"15-74 år";"2000M01";4.3
"1149 Karmøy";"15-74 år";"2000M02";4.1
"1149 Karmøy";"15-74 år";"2000M03";4.0
"1149 Karmøy";"15-74 år";"2000M04";3.5
"1149 Karmøy";"15-74 år";"2000M05";3.6
"1149 Karmøy";"15-74 år";"2000M06";3.5
"1149 Karmøy";"15-74 år";"2000M07";4.1
"1149 Karmøy";"15-74 år";"2000M08";3.8
"1149 Karmøy";"15-74 år";"2000M09";4.1
"1149 Karmøy";"15-74 år";"2000M10";4.3
"1149 Karmøy";"15-74 år";"2000M11";4.5
"1149 Karmøy";"15-74 år";"2000M12";4.4
"1149 Karmøy";"15-74 år";"2001M01";4.9
"1149 Karmøy";"15-74 år";"2001M02";4.5
"1149 Karmøy";"15-74 år";"2001M03";4.1
"1149 Karmøy";"15-74 år";"2001M04";3.8
"1149 Karmøy";"15-74 år";"2001M05";3.4
"1149 Karmøy";"15-74 år";"2001M06";3.7
"1149 Karmøy";"15-74 år";"2001M07";3.8
"1149 Karmøy";"15-74 år";"2001M08";4.3
"1149 Karmøy";"15-74 år";"2001M09";3.8
"1149 Karmøy";"15-74 år";"2001M10";3.8
"1149 Karmøy";"15-74 år";"2001M11";3.7
"1149 Karmøy";"15-74 år";"2001M12";3.9
"1149 Karmøy";"15-74 år";"2002M01";4.7
"1149 Karmøy";"15-74 år";"2002M02";4.2
"1149 Karmøy";"15-74 år";"2002M03";4.0
"1149 Karmøy";"15-74 år";"2002M04";3.8
"1149 Karmøy";"15-74 år";"2002M05";3.6
"1149 Karmøy";"15-74 år";"2002M06";3.9
"1149 Karmøy";"15-74 år";"2002M07";4.4
"1149 Karmøy";"15-74 år";"2002M08";4.2
"1149 Karmøy";"15-74 år";"2002M09";3.8
"1149 Karmøy";"15-74 år";"2002M10";3.9
"1149 Karmøy";"15-74 år";"2002M11";3.7
"1149 Karmøy";"15-74 år";"2002M12";4.1
"1151 Utsira";"15-74 år";"1999M01";0.0
"1151 Utsira";"15-74 år";"1999M02";4.4
"1151 Utsira";"15-74 år";"1999M03";0.0
"1151 Utsira";"15-74 år";"1999M04";0.0
"1151 Utsira";"15-74 år";"1999M05";3.5
"1151 Utsira";"15-74 år";"1999M06";0.0
"1151 Utsira";"15-74 år";"1999M07";5.3
"1151 Utsira";"15-74 år";"1999M08";0.0
"1151 Utsira";"15-74 år";"1999M09";1.8
"1151 Utsira";"15-74 år";"1999M10";0.0
"1151 Utsira";"15-74 år";"1999M11";0.0
"1151 Utsira";"15-74 år";"1999M12";1.8
"1151 Utsira";"15-74 år";"2000M01";2.4
"1151 Utsira";"15-74 år";"2000M02";0.8
"1151 Utsira";"15-74 år";"2000M03";0.0
"1151 Utsira";"15-74 år";"2000M04";2.4
"1151 Utsira";"15-74 år";"2000M05";1.6
"1151 Utsira";"15-74 år";"2000M06";1.6
"1151 Utsira";"15-74 år";"2000M07";5.6
"1151 Utsira";"15-74 år";"2000M08";0.8
"1151 Utsira";"15-74 år";"2000M09";0.8
"1151 Utsira";"15-74 år";"2000M10";0.0
"1151 Utsira";"15-74 år";"2000M11";0.0
"1151 Utsira";"15-74 år";"2000M12";0.0
"1151 Utsira";"15-74 år";"2001M01";1.5
"1151 Utsira";"15-74 år";"2001M02";0.8
"1151 Utsira";"15-74 år";"2001M03";0.8
"1151 Utsira";"15-74 år";"2001M04";0.0
"1151 Utsira";"15-74 år";"2001M05";0.0
"1151 Utsira";"15-74 år";"2001M06";0.0
"1151 Utsira";"15-74 år";"2001M07";2.3
"1151 Utsira";"15-74 år";"2001M08";1.5
"1151 Utsira";"15-74 år";"2001M09";1.5
"1151 Utsira";"15-74 år";"2001M10";2.3
"1151 Utsira";"15-74 år";"2001M11";3.0
"1151 Utsira";"15-74 år";"2001M12";2.3
"1151 Utsira";"15-74 år";"2002M01";3.2
"1151 Utsira";"15-74 år";"2002M02";7.3
"1151 Utsira";"15-74 år";"2002M03";3.2
"1151 Utsira";"15-74 år";"2002M04";7.3
"1151 Utsira";"15-74 år";"2002M05";5.7
"1151 Utsira";"15-74 år";"2002M06";4.8
"1151 Utsira";"15-74 år";"2002M07";4.8
"1151 Utsira";"15-74 år";"2002M08";3.2
"1151 Utsira";"15-74 år";"2002M09";7.3
"1151 Utsira";"15-74 år";"2002M10";5.7
"1151 Utsira";"15-74 år";"2002M11";4.8
"1151 Utsira";"15-74 år";"2002M12";2.4
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M01";1.4
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M02";1.0
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M03";0.9
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M04";0.9
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M05";0.8
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M06";1.3
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M07";1.1
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M08";1.4
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M09";1.2
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M10";1.4
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M11";1.6
"1154 Vindafjord (1965-2005)";"15-74 år";"1999M12";2.1
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M01";2.2
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M02";2.5
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M03";1.8
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M04";1.8
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M05";1.8
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M06";1.5
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M07";1.4
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M08";1.8
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M09";1.5
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M10";1.3
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M11";1.7
"1154 Vindafjord (1965-2005)";"15-74 år";"2000M12";1.9
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M01";2.3
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M02";1.6
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M03";1.2
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M04";1.1
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M05";1.0
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M06";0.9
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M07";1.0
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M08";1.2
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M09";1.2
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M10";1.1
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M11";1.2
"1154 Vindafjord (1965-2005)";"15-74 år";"2001M12";1.5
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M01";1.8
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M02";1.4
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M03";1.6
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M04";1.4
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M05";1.3
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M06";1.3
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M07";1.4
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M08";1.5
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M09";1.5
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M10";1.3
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M11";1.5
"1154 Vindafjord (1965-2005)";"15-74 år";"2002M12";1.3
"1159 Ølen (2002-2005)";"15-74 år";"1999M01";.
"1159 Ølen (2002-2005)";"15-74 år";"1999M02";.
"1159 Ølen (2002-2005)";"15-74 år";"1999M03";.
"1159 Ølen (2002-2005)";"15-74 år";"1999M04";.
"1159 Ølen (2002-2005)";"15-74 år";"1999M05";.
"1159 Ølen (2002-2005)";"15-74 år";"1999M06";.
"1159 Ølen (2002-2005)";"15-74 år";"1999M07";.
"1159 Ølen (2002-2005)";"15-74 år";"1999M08";.
"1159 Ølen (2002-2005)";"15-74 år";"1999M09";.
"1159 Ølen (2002-2005)";"15-74 år";"1999M10";.
"1159 Ølen (2002-2005)";"15-74 år";"1999M11";.
"1159 Ølen (2002-2005)";"15-74 år";"1999M12";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M01";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M02";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M03";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M04";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M05";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M06";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M07";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M08";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M09";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M10";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M11";.
"1159 Ølen (2002-2005)";"15-74 år";"2000M12";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M01";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M02";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M03";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M04";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M05";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M06";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M07";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M08";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M09";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M10";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M11";.
"1159 Ølen (2002-2005)";"15-74 år";"2001M12";.
"1159 Ølen (2002-2005)";"15-74 år";"2002M01";0.0
"1159 Ølen (2002-2005)";"15-74 år";"2002M02";0.0
"1159 Ølen (2002-2005)";"15-74 år";"2002M03";0.0
"1159 Ølen (2002-2005)";"15-74 år";"2002M04";0.0
"1159 Ølen (2002-2005)";"15-74 år";"2002M05";0.0
"1159 Ølen (2002-2005)";"15-74 år";"2002M06";0.0
"1159 Ølen (2002-2005)";"15-74 år";"2002M07";0.0
"1159 Ølen (2002-2005)";"15-74 år";"2002M08";0.0
"1159 Ølen (2002-2005)";"15-74 år";"2002M09";0.0
"1159 Ølen (2002-2005)";"15-74 år";"2002M10";0.0
"1159 Ølen (2002-2005)";"15-74 år";"2002M11";0.0
"1159 Ølen (2002-2005)";"15-74 år";"2002M12";0.0
"1160 Vindafjord";"15-74 år";"1999M01";.
"1160 Vindafjord";"15-74 år";"1999M02";.
"1160 Vindafjord";"15-74 år";"1999M03";.
"1160 Vindafjord";"15-74 år";"1999M04";.
"1160 Vindafjord";"15-74 år";"1999M05";.
"1160 Vindafjord";"15-74 år";"1999M06";.
"1160 Vindafjord";"15-74 år";"1999M07";.
"1160 Vindafjord";"15-74 år";"1999M08";.
"1160 Vindafjord";"15-74 år";"1999M09";.
"1160 Vindafjord";"15-74 år";"1999M10";.
"1160 Vindafjord";"15-74 år";"1999M11";.
"1160 Vindafjord";"15-74 år";"1999M12";.
"1160 Vindafjord";"15-74 år";"2000M01";.
"1160 Vindafjord";"15-74 år";"2000M02";.
"1160 Vindafjord";"15-74 år";"2000M03";.
"1160 Vindafjord";"15-74 år";"2000M04";.
"1160 Vindafjord";"15-74 år";"2000M05";.
"1160 Vindafjord";"15-74 år";"2000M06";.
"1160 Vindafjord";"15-74 år";"2000M07";.
"1160 Vindafjord";"15-74 år";"2000M08";.
"1160 Vindafjord";"15-74 år";"2000M09";.
"1160 Vindafjord";"15-74 år";"2000M10";.
"1160 Vindafjord";"15-74 år";"2000M11";.
"1160 Vindafjord";"15-74 år";"2000M12";.
"1160 Vindafjord";"15-74 år";"2001M01";.
"1160 Vindafjord";"15-74 år";"2001M02";.
"1160 Vindafjord";"15-74 år";"2001M03";.
"1160 Vindafjord";"15-74 år";"2001M04";.
"1160 Vindafjord";"15-74 år";"2001M05";.
"1160 Vindafjord";"15-74 år";"2001M06";.
"1160 Vindafjord";"15-74 år";"2001M07";.
"1160 Vindafjord";"15-74 år";"2001M08";.
"1160 Vindafjord";"15-74 år";"2001M09";.
"1160 Vindafjord";"15-74 år";"2001M10";.
"1160 Vindafjord";"15-74 år";"2001M11";.
"1160 Vindafjord";"15-74 år";"2001M12";.
"1160 Vindafjord";"15-74 år";"2002M01";.
"1160 Vindafjord";"15-74 år";"2002M02";.
"1160 Vindafjord";"15-74 år";"2002M03";.
"1160 Vindafjord";"15-74 år";"2002M04";.
"1160 Vindafjord";"15-74 år";"2002M05";.
"1160 Vindafjord";"15-74 år";"2002M06";.
"1160 Vindafjord";"15-74 år";"2002M07";.
"1160 Vindafjord";"15-74 år";"2002M08";.
"1160 Vindafjord";"15-74 år";"2002M09";.
"1160 Vindafjord";"15-74 år";"2002M10";.
"1160 Vindafjord";"15-74 år";"2002M11";.
"1160 Vindafjord";"15-74 år";"2002M12";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M01";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M02";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M03";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M04";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M05";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M06";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M07";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M08";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M09";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M10";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M11";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"1999M12";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M01";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M02";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M03";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M04";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M05";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M06";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M07";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M08";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M09";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M10";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M11";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2000M12";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M01";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M02";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M03";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M04";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M05";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M06";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M07";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M08";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M09";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M10";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M11";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2001M12";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M01";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M02";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M03";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M04";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M05";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M06";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M07";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M08";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M09";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M10";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M11";.
"1199 Uoppgitt kommune Rogaland";"15-74 år";"2002M12";.
